SHOE_NAME,Arch Support,Arch Type,Brand,Cushioning,Flexibility,Forefoot Height (mm),Heel Height (mm),Heel to Toe Drop (mm),MSRP (USD),Pronation,Release Date,Strike Pattern,Terrain,Toebox,Waterproofing,Weight (oz),Widths Available
Saucony Clarion,Stability,Low,Saucony,Plush,Semi-Flexible,15.0,23.0,8.0,80.00,{Overpronation},2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,,{Standard}
Brooks Cascadia 15 GTX,Neutral,High,Brooks,Balanced,,18.0,26.0,8.0,160.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Medium,Waterproof,11.7,{Standard}
Nike Air Zoom Structure 22,Stability,Low,Nike,Plush,Semi-Flexible,12.0,22.0,10.0,120.00,{Overpronation},,{Heel},Road,Medium,,11.5,"{Narrow, Standard}"
Reebok Runner,Neutral,High,Reebok,,,,,,60.00,"{Supination, Underpronation, Neutral}",,{},Road,,,9.3,{Standard}
Reebok Flashfilm,Neutral,High,Reebok,,,,,,80.00,"{Supination, Underpronation, Neutral}",2019,{},Road,,,9.4,{Standard}
Hoka Bondi Leather,Neutral,High,Hoka,,,29.0,33.0,4.0,160.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,Water Repellent,11.9,{Standard}
361 Degrees Spire 4,Neutral,High,361 Degrees,Plush,Semi-Flexible,,,9.0,155.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,10.1,"{Standard, Wide}"
Saucony Excursion TR 13,Neutral,High,Saucony,Plush,Semi-Flexible,,,6.5,60.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Wide,,10.6,{}
Salomon Ultra Pro,Neutral,High,Salomon,,,19.0,27.0,8.0,150.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,10.3,{Standard}
Adidas Terrex Two BOA,Neutral,High,Adidas,Plush,Semi-Flexible,,,6.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Medium,,11.3,{Standard}
Reebok Floatride Run ULTK,Neutral,High,Reebok,Plush,Semi-Flexible,17.0,27.0,10.0,150.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Wide,,8.8,{Standard}
ASICS Gel Venture 5,Neutral,High,ASICS,,,21.0,31.0,10.0,65.00,"{Supination, Underpronation, Neutral}",,{Heel},Trail,,,10.7,{Standard}
Under Armour Charged Bandit,Stability,Low,Under Armour,Plush,,16.0,26.0,10.0,100.00,{Overpronation},,{Heel},Road,Medium,,10.3,{Standard}
On Cloudflow 2.0,Neutral,High,On,Balanced,Semi-Flexible,,,6.0,140.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,8.3,{Standard}
Altra Kayenta,Neutral,High,Altra,Plush,Semi-Flexible,23.0,23.0,0.0,110.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,Wide,,5.9,{Standard}
Inov-8 X-Talon G 235,Neutral,High,Inov-8,Firm,Semi-Flexible,7.0,13.0,6.0,170.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Medium,,8.3,"{Narrow, Standard}"
Brooks Ravenna 9,Stability,Low,Brooks,,,16.0,26.0,10.0,110.00,{Overpronation},,{Heel},Road,,,9.5,"{Standard, Wide}"
Merrell Nova GTX,Neutral,High,Merrell,Balanced,Semi-Flexible,22.0,30.0,8.0,140.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Medium,Waterproof,11.0,{Standard}
Nike LunarGlide 8,Stability,Low,Nike,,,19.0,29.0,10.0,120.00,{Overpronation},,{Heel},Road,,,9.1,{Standard}
ASICS GT 1000 8,Stability,Low,ASICS,Plush,Semi-Flexible,,,10.5,90.00,{Overpronation},2019,{Heel},Road,Medium,,10.2,{}
Merrell Agility Synthesis 2,Neutral,High,Merrell,Plush,Semi-Flexible,18.0,24.0,6.0,110.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Trail,Medium,,9.3,{Standard}
ASICS Gel Torrance Trail,Neutral,High,ASICS,Plush,Semi-Flexible,,,,70.00,"{Supination, Underpronation, Neutral}",2020,{},Trail,Medium,,,{Standard}
La Sportiva Lycan GTX,Neutral,High,La Sportiva,,,12.0,18.0,6.0,140.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,Wide,Waterproof,12.5,{Standard}
Vivobarefoot Primus Knit,Neutral,High,Vivobarefoot,Plush,Semi-Flexible,3.0,3.0,0.0,170.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,Medium,,,"{Standard, Wide}"
Atreyu Artist,Neutral,High,Atreyu,Balanced,Balanced,24.0,30.0,6.0,100.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Wide,,6.2,{Standard}
Nike Flex Experience RN 8,Neutral,High,Nike,Balanced,Flexible,14.0,20.0,6.0,65.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,7.0,"{Standard, Wide}"
La Sportiva Helios 3.0,Neutral,High,La Sportiva,Plush,Semi-Flexible,15.0,19.0,4.0,125.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Narrow,,7.8,{Standard}
Skechers GOrun Swirl Tech,Neutral,High,Skechers,,,,,,110.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Medium,,,{Standard}
Salomon Alphacross GTX,Neutral,High,Salomon,Plush,Balanced,20.0,30.0,10.0,110.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Trail,Medium,Waterproof,11.6,{Standard}
Topo Athletic Zephyr,Neutral,High,Topo Athletic,,,23.0,28.0,5.0,130.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,,,9.5,{Standard}
ASICS Gel Cumulus 23 GTX,Neutral,High,ASICS,Balanced,Balanced,13.0,23.0,10.0,130.00,"{Supination, Underpronation, Neutral}",2022,{Heel},Road,Medium,Waterproof,10.9,{Standard}
Reebok Floatride Run 2.0,Neutral,High,Reebok,Plush,Semi-Flexible,,,,150.00,"{Supination, Underpronation, Neutral}",2019,{},Road,Medium,,,{Standard}
Mizuno Wave Rider GTX,Neutral,High,Mizuno,,Balanced,,,12.0,135.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Trail,Medium,Waterproof,10.6,"{Standard, Wide}"
Altra Viho,Neutral,High,Altra,Balanced,Semi-Flexible,26.0,26.0,0.0,100.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Road,Narrow,,10.2,{Standard}
PUMA NRGY Star,Neutral,High,PUMA,Plush,Semi-Flexible,,,8.0,75.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,,{Standard}
Inov-8 TerraUltra G 260,Neutral,High,Inov-8,,,9.0,9.0,0.0,150.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,,,9.2,"{Standard, Wide}"
Under Armour HOVR Phantom RN,Neutral,High,Under Armour,Balanced,Semi-Flexible,,,8.0,140.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.1,{Standard}
Salomon Sense Pro 4,Neutral,High,Salomon,Firm,Semi-Flexible,21.0,25.0,4.0,140.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Narrow,Water Repellent,9.0,{Standard}
Reebok Runner 4,Neutral,High,Reebok,Plush,Semi-Flexible,,,,60.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Medium,,,{Standard}
ASICS Gel Kenun Lyte,Neutral,High,ASICS,,,13.0,23.0,10.0,80.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,7.7,{Standard}
Under Armour Charged Bandit Trail,Neutral,High,Under Armour,Balanced,Semi-Flexible,,,8.0,80.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Narrow,,9.1,{Standard}
Salomon Sonic 3 Balance,Neutral,High,Salomon,Plush,Semi-Flexible,20.0,28.0,8.0,130.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,8.9,{Standard}
361 Degrees Spire 3,Neutral,High,361 Degrees,,,18.0,27.0,9.0,150.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,10.4,"{Narrow, Standard}"
Reebok Floatride Fuel Run,Neutral,High,Reebok,Plush,Semi-Flexible,,,9.0,80.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Narrow,,11.1,{Standard}
Adidas Solarboost 3,Neutral,High,Adidas,Balanced,Semi-Flexible,22.0,32.0,10.0,160.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,Wide,,10.8,{Standard}
ASICS Gel Kenun Knit,Neutral,High,ASICS,,,13.0,23.0,10.0,130.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,11.4,{Standard}
Nike Air Zoom Tempo Next% FlyEase,Neutral,High,Nike,Balanced,Semi-Rigid,27.0,37.0,10.0,200.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,,{Standard}
Nike LunarEpic Flyknit,Neutral,High,Nike,,,18.0,28.0,10.0,175.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,7.7,{Standard}
Nike Air VaporMax Flyknit 2,Neutral,High,Nike,,,,,10.0,190.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,9.0,{Standard}
Under Armour Charged Bandit 3,Neutral,High,Under Armour,Plush,,,,8.0,100.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.1,{Standard}
PUMA Ember Trail,Neutral,High,PUMA,Plush,Balanced,,,12.0,75.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Trail,Medium,,12.1,{Standard}
Nike Air VaporMax Run Utility,Neutral,High,Nike,,,,,,190.00,"{Supination, Underpronation, Neutral}",,{},Road,,Water Repellent,,{Standard}
Adidas Supernova,Neutral,High,Adidas,,,,,,100.00,"{Supination, Underpronation, Neutral}",2020,{},Road,,,11.0,"{Narrow, Standard}"
Mizuno Wave Skyrise,Neutral,High,Mizuno,Plush,Semi-Flexible,21.0,31.0,10.0,120.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,10.6,{Standard}
La Sportiva Tempesta GTX,Neutral,High,La Sportiva,,,19.0,29.0,10.0,165.00,"{Supination, Underpronation, Neutral}",,{Heel},Trail,,Waterproof,11.3,{Standard}
Skechers GOrun 600,Neutral,High,Skechers,,,,,,60.00,"{Supination, Underpronation, Neutral}",,{},Road,,,10.0,{Standard}
Nike Air Max Sequent,Neutral,High,Nike,,,,,12.0,100.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,8.9,{Standard}
Mizuno Wave Paradox 5,Motion control,Low,Mizuno,,,20.0,32.0,12.0,150.00,{Severe Overpronation},,{Heel},Road,,,11.1,{Standard}
Adidas Rockadia Trail 3,Neutral,High,Adidas,,,,,,65.00,"{Supination, Underpronation, Neutral}",2020,{},Trail,,,,"{Standard, Wide}"
Adidas Ultraboost Guard,Neutral,High,Adidas,Plush,Semi-Flexible,19.0,29.0,10.0,180.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Trail,Medium,,11.0,{Standard}
Reebok RUN_R 96,Neutral,High,Reebok,Plush,Semi-Flexible,,,,220.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Medium,,,{}
Vivobarefoot Primus Trail FG,Neutral,High,Vivobarefoot,,,,,0.0,150.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,,,7.0,"{Standard, Wide}"
Mizuno Wave Sky Neo,Neutral,High,Mizuno,Plush,,,,10.0,240.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,,,11.8,{Standard}
Adidas Terrex Skychaser GTX,Stability,Low,Adidas,,,17.0,23.0,6.0,200.00,{Overpronation},,"{Forefoot, Midfoot, Heel}",Trail,,Waterproof,12.5,{Standard}
Reebok Jet Dashride 6.0,Neutral,High,Reebok,,,,,,80.00,"{Supination, Underpronation, Neutral}",,{},Road,,,,{Standard}
Inov-8 Parkclaw 275,Neutral,High,Inov-8,,,16.0,24.0,8.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,,,9.7,"{Standard, Wide}"
PUMA Axelion Block,Neutral,High,PUMA,Balanced,Semi-Flexible,,,,75.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Narrow,,,"{Standard, Wide}"
Adidas Adizero Takumi Sen 7,Neutral,,Adidas,Firm,Semi-Rigid,,,10.5,160.00,{},2023,"{Forefoot, Midfoot}",Road,Wide,Water Repellent,6.0,{}
ASICS FuzeX Rush Adapt,Neutral,High,ASICS,,,11.0,19.0,8.0,100.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,,,8.6,{Standard}
Nike Renew Ride,Neutral,High,Nike,Plush,Semi-Flexible,,,9.0,75.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Narrow,,8.4,{Standard}
Jordan 88 Racer,Neutral,High,Jordan,,,,,,100.00,"{Supination, Underpronation, Neutral}",,{},Road,,,,{Standard}
ASICS FuzeX Knit,Neutral,High,ASICS,,,,,6.5,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,,,8.6,{}
Adidas Tracerocker,Neutral,High,Adidas,,,,,10.0,120.00,"{Supination, Underpronation, Neutral}",,{Heel},Trail,,,10.2,{Standard}
New Balance Fresh Foam Arishi Trail,Neutral,High,New Balance,,,,,8.0,75.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,,,9.0,"{Standard, Wide, Extra Wide}"
Salomon Trailster 2,Neutral,High,Salomon,Balanced,Balanced,,,10.0,100.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Trail,Medium,,10.7,{Standard}
Mizuno Wave Sky 3,Neutral,High,Mizuno,Plush,Balanced,22.0,32.0,10.0,160.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,11.3,{Standard}
Merrell Antora 2 GTX,Neutral,High,Merrell,Balanced,Balanced,,,8.0,150.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Wide,,,{Standard}
New Balance 890 v7,Neutral,High,New Balance,,,,,6.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,,,7.2,{Standard}
Inov-8 X-Talon 210,Neutral,High,Inov-8,Firm,,6.0,9.0,3.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,Narrow,,7.4,"{Narrow, Standard}"
Adidas Pureboost Go LTD,Neutral,High,Adidas,,,13.0,21.0,8.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,,,10.3,{Standard}
ASICS Trabuco Max,Neutral,High,ASICS,Balanced,Semi-Rigid,23.0,28.0,5.0,140.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Trail,Medium,,10.4,{Standard}
Jordan 89 Racer,Neutral,High,Jordan,Plush,Semi-Flexible,,,,100.00,"{Supination, Underpronation, Neutral}",2019,{},Road,Medium,,,{Standard}
New Balance Fresh Foam Beacon v2,Neutral,High,New Balance,Balanced,Semi-Flexible,23.0,29.0,6.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,7.7,{Wide}
Topo Athletic Runventure 3,Neutral,High,Topo Athletic,Balanced,Semi-Flexible,20.0,20.0,0.0,120.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Medium,,9.5,{Standard}
Reebok Instalite Lux,Neutral,High,Reebok,,,,,,60.00,"{Supination, Underpronation, Neutral}",2019,{},Road,,,,{Standard}
Reebok Zigwild Trail 6.0,Neutral,High,Reebok,Balanced,,,,,100.00,"{Supination, Underpronation, Neutral}",2020,{},Trail,Medium,,,{Standard}
Skechers GOrun 7+,Neutral,High,Skechers,Plush,Semi-Flexible,15.0,19.0,4.0,130.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Road,Medium,,7.6,{Standard}
New Balance 890 v8,Neutral,High,New Balance,Balanced,Semi-Rigid,19.0,25.0,6.0,120.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Narrow,,8.9,{Standard}
ASICS Gel Ziruss 2,Neutral,High,ASICS,Plush,Semi-Flexible,,,,140.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Narrow,,11.1,{Standard}
Topo Athletic Terraventure 2,Neutral,High,Topo Athletic,,,22.0,25.0,3.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Trail,,,10.8,{Standard}
361 Degrees Meraki,Neutral,High,361 Degrees,,,18.0,27.0,9.0,130.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,10.2,{Standard}
Adidas Nova Flow,Neutral,High,Adidas,Plush,Semi-Flexible,,,,65.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Narrow,,8.0,{Standard}
New Balance Fresh Foam Roav Knit,Neutral,High,New Balance,Plush,Semi-Flexible,,,8.0,80.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.9,{Standard}
Skechers Max Cushioning Premier - Expressive,Neutral,High,Skechers,Plush,Balanced,,,6.0,90.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.9,"{Standard, Wide}"
Adidas Ultraboost ST Parley,Stability,Low,Adidas,,,24.0,32.0,8.0,200.00,{Overpronation},,"{Forefoot, Midfoot, Heel}",Road,,,11.5,{Standard}
Inov-8 Mudclaw 275,Neutral,High,Inov-8,,,20.0,24.0,4.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,,,9.7,{Standard}
PUMA Carson 2 X,Neutral,High,PUMA,,,,,,60.00,"{Supination, Underpronation, Neutral}",,{},Road,,,,{Standard}
ASICS Gel Sonoma 5 GTX,Neutral,High,ASICS,Balanced,Balanced,,,8.0,100.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Narrow,Waterproof,,{Standard}
Adidas Energy Falcon X,Neutral,High,Adidas,,,,,,70.00,"{Supination, Underpronation, Neutral}",2020,{},Road,,,,{Standard}
ASICS FuzeTora,Neutral,High,ASICS,,,12.0,22.0,10.0,90.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,7.0,{Standard}
Under Armour SpeedForm Slingshot 2,Neutral,High,Under Armour,Balanced,,,,6.0,100.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.0,{Standard}
ASICS Gel Trabuco 9,Stability,Low,ASICS,Balanced,Balanced,11.0,19.0,8.0,130.00,{Overpronation},2021,"{Forefoot, Midfoot, Heel}",Trail,Wide,,10.8,{Standard}
Adidas Terrex Agravic Speed,Neutral,High,Adidas,,,,,6.0,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,9.0,{Standard}
Inov-8 Roclite G 290,Neutral,High,Inov-8,Balanced,Semi-Flexible,7.0,11.0,4.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Trail,Narrow,,10.2,{Standard}
La Sportiva Lycan 2.0,Neutral,High,La Sportiva,Balanced,Semi-Rigid,22.0,28.0,6.0,120.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Medium,,11.1,{Standard}
PUMA Fast-Trac NITRO,Neutral,,PUMA,Firm,Balanced,21.0,29.0,8.0,110.00,{},2023,"{Forefoot, Midfoot, Heel}",Trail,Narrow,Water Repellent,9.6,{Standard}
Kailas Fuga EX 2,Neutral,High,Kailas,Firm,Balanced,28.0,36.0,8.0,160.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Medium,,9.5,{Standard}
Skechers GOrun Pure,Neutral,High,Skechers,,,,,4.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,,7.8,{Standard}
Salomon Madcross GTX,Neutral,High,Salomon,Balanced,Flexible,22.8,30.8,8.0,80.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Wide,Waterproof,11.5,{Standard}
Kailas Fuga EX BOA,Neutral,High,Kailas,Firm,Balanced,28.0,36.0,8.0,170.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Medium,,9.6,{Standard}
Reebok Speed Breeze 2,Neutral,High,Reebok,Plush,Semi-Flexible,,,,60.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Narrow,,,{Standard}
ASICS Amplica,Neutral,High,ASICS,,,10.0,18.0,8.0,70.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,,,10.0,{Standard}
Nike Zoom Rival Fly 2,Neutral,High,Nike,Plush,Semi-Flexible,12.0,20.0,8.0,100.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,7.4,{Standard}
La Sportiva Akyra GTX,Neutral,High,La Sportiva,,,16.0,25.0,9.0,160.00,"{Supination, Underpronation, Neutral}",,{Heel},Trail,,Waterproof,13.7,"{Narrow, Standard}"
Inov-8 Parkclaw 240,Neutral,High,Inov-8,,,12.0,20.0,8.0,100.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,,,8.5,"{Standard, Wide}"
Adidas Madoru 2.0,Neutral,High,Adidas,,,,,10.0,90.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,8.8,{Standard}
Mizuno Wave Rider TT,Neutral,High,Mizuno,Firm,Balanced,19.0,31.0,12.0,110.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,9.7,{Standard}
Altra Lone Peak 4.5,Neutral,High,Altra,Balanced,Balanced,,,0.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Trail,Extra Wide,,10.4,{Standard}
Topo Athletic Ultrafly 2,Neutral,High,Topo Athletic,,,23.0,28.0,5.0,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,,10.0,{Standard}
Kailas Fuga Pro 4,Neutral,High,Kailas,Firm,Balanced,22.0,32.0,10.0,230.00,"{Supination, Underpronation, Neutral}",2022,{Heel},Trail,Medium,,9.5,{Standard}
ASICS Roadhawk FF 2 MX,Neutral,High,ASICS,,,11.0,21.0,10.0,100.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,,,9.8,{Standard}
ASICS FuzeTora Twist,Neutral,High,ASICS,,,12.0,22.0,10.0,90.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,8.0,{Standard}
Skechers GOrun MaxRoad 4+ Hyper,Neutral,High,Skechers,Plush,,31.0,37.0,6.0,140.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.8,{Standard}
New Balance Fresh Foam Roav Boundaries,Neutral,High,New Balance,Plush,Semi-Flexible,,,,80.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,,{Standard}
Skechers GOmeb Speed 6 Hyper,Neutral,High,Skechers,,,18.0,22.0,4.0,140.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,,,5.2,{Standard}
Columbia Caldorado III OutDry,Neutral,High,Columbia,Plush,Balanced,11.0,19.0,8.0,145.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Wide,Waterproof,11.7,{Standard}
Newton Gravity 7,Neutral,High,Newton,,,23.0,26.0,3.0,175.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,,8.7,{Standard}
Altra Superior 4.0,Neutral,High,Altra,Plush,Flexible,21.0,21.0,0.0,110.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Trail,Wide,,7.9,{Standard}
New Balance Fresh Foam Hierro v3,Neutral,High,New Balance,,,22.0,30.0,8.0,135.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,11.6,{Wide}
Salomon XT-6 GTX,Neutral,,Salomon,Balanced,Semi-Rigid,,,,200.00,{},2023,{},Trail,Medium,Waterproof,,{Standard}
New Balance Fresh Foam Lazr Sport,Neutral,High,New Balance,,,,,6.0,90.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,,,9.0,{Standard}
Reebok Lite 2.0,Neutral,High,Reebok,Plush,Semi-Flexible,,,,55.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Medium,,,{Standard}
ASICS Patriot 11 Twist,Neutral,High,ASICS,Plush,Semi-Flexible,,,10.0,65.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,9.3,{Standard}
ASICS Gel Kenun Lyte MX,Neutral,High,ASICS,,,13.0,23.0,10.0,80.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,7.7,{Standard}
Reebok Runner 3,Neutral,High,Reebok,,,,,,55.00,"{Supination, Underpronation, Neutral}",2019,{},Road,,,,{Standard}
Hoka Clifton 5 Knit,Neutral,High,Hoka,,,25.0,30.0,5.0,135.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,,9.4,{Standard}
Salming Greyhound,Neutral,High,Salming,Plush,Semi-Flexible,22.0,28.0,6.0,155.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.8,{Standard}
The North Face Ultra Endurance II,Neutral,High,The North Face,,,9.0,17.0,8.0,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,11.5,{Standard}
Kailas Fuga DU,Neutral,High,Kailas,Balanced,Semi-Rigid,,36.0,8.0,200.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.3,{Standard}
Kailas Fuga YAO,Neutral,High,Kailas,Balanced,Semi-Rigid,,,,160.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.1,{Standard}
Kailas Fuga Elite 2,Neutral,High,Kailas,Balanced,Rigid,31.0,41.0,10.0,360.00,"{Supination, Underpronation, Neutral}",2022,{Heel},Trail,Medium,,10.0,{Standard}
Brooks Cascadia 13 GTX,Neutral,High,Brooks,,,,,10.5,160.00,"{Supination, Underpronation, Neutral}",,{Heel},Trail,,Waterproof,12.3,{}
